"Gender","Age","Driving_License","Region_Code","Previously_Insured","Vehicle_Age","Vehicle_Damage","Annual_Premium","Policy_Sales_Channel","Vintage","Response"
"Male",50,1,2,0,"1-2 Year","Yes",24717,26,141,0
"Male",44,1,47,0,"1-2 Year","Yes",35817,124,58,1
"Male",70,1,41,0,"1-2 Year","Yes",37172,26,206,1
"Female",34,1,46,0,"1-2 Year","Yes",27277,152,248,1
"Male",23,1,8,0,"< 1 Year","Yes",30189,152,103,1
"Female",45,1,28,0,"1-2 Year","Yes",27715,122,191,1
"Female",22,1,15,1,"< 1 Year","No",34680,160,3165,0
"Female",21,1,46,1,"< 1 Year","No",29822,160,112,0
"Male",38,1,41,0,"1-2 Year","Yes",36203,124,159,1
"Male",40,1,46,1,"1-2 Year","No",34757,154,178,0
"Female",47,1,46,0,"1-2 Year","Yes",42829,11,261,0
"Male",21,1,43,1,"< 1 Year","No",36268,160,97,0
"Female",23,1,11,0,"< 1 Year","Yes",47284,152,116,0
"Male",25,1,9,0,"< 1 Year","Yes",2630,152,196,1
"Male",46,1,33,1,"1-2 Year","No",36497,26,299,0
"Female",21,1,8,0,"< 1 Year","Yes",34127,152,114,0
"Female",21,1,50,1,"< 1 Year","Yes",2630,160,241,0
"Female",39,1,28,0,"1-2 Year","Yes",32941,26,117,1
"Female",25,1,12,1,"< 1 Year","No",28125,152,129,0
"Female",80,1,8,1,"1-2 Year","No",32092,124,16,0
"Female",25,1,14,1,"< 1 Year","No",18507,152,180,0
"Female",39,1,46,0,"< 1 Year","Yes",37408,124,122,1
"Male",49,1,26,1,"1-2 Year","No",20771,22,196,0
"Female",46,1,28,0,"1-2 Year","Yes",39022,124,112,0
"Female",22,1,6,1,"< 1 Year","No",32469,152,218,0
"Female",45,1,28,0,"1-2 Year","Yes",46547,124,33,1
"Male",55,1,28,0,"1-2 Year","Yes",41417,26,147,0
"Female",34,1,6,1,"< 1 Year","No",36535,152,266,0
"Male",32,1,6,0,"< 1 Year","Yes",28908,124,111,1
"Female",22,1,41,0,"< 1 Year","Yes",27495,152,228,1
"Female",26,1,41,1,"1-2 Year","No",31095,124,285,0
"Female",49,1,28,0,"> 2 Years","Yes",44250,26,94,1
"Female",32,1,50,1,"< 1 Year","No",48068,152,28,0
"Male",22,1,36,0,"< 1 Year","Yes",27342,152,246,0
"Female",50,1,8,1,"1-2 Year","No",42302,124,293,0
"Male",64,1,28,0,"1-2 Year","Yes",33588,26,55,1
"Male",48,1,47,0,"1-2 Year","Yes",2630,156,44,0
"Male",33,1,8,0,"< 1 Year","Yes",31704,124,150,1
"Female",24,1,21,1,"< 1 Year","No",17720,152,92,0
"Male",65,1,28,0,"> 2 Years","Yes",50609,26,183,1
"Male",53,1,41,1,"1-2 Year","No",26556,124,284,0
"Male",52,1,48,0,"1-2 Year","Yes",2630,124,102,1
"Male",20,1,27,0,"< 1 Year","Yes",27753,160,72,0
"Male",28,1,3,1,"< 1 Year","No",31588,151,126,0
"Female",78,1,28,1,"1-2 Year","No",36637,122,30,0
"Male",42,1,28,1,"1-2 Year","No",49487,124,233,0
"Male",24,1,39,1,"< 1 Year","No",25605,160,285,0
"Male",54,1,12,0,"1-2 Year","Yes",33669,124,28,1
"Female",54,1,1,0,"1-2 Year","Yes",2630,15,72,0
"Male",33,1,28,0,"< 1 Year","Yes",31044,124,50,1
"Male",54,1,35,1,"1-2 Year","No",2630,26,153,0
"Male",23,1,29,1,"< 1 Year","No",41763,152,149,0
"Female",22,1,46,1,"< 1 Year","No",33270,160,106,0
"Male",48,1,19,1,"1-2 Year","No",32906,35,1896,0
"Female",24,1,46,0,"< 1 Year","Yes",2630,152,27,1
"Male",36,1,28,0,"1-2 Year","Yes",29710,124,120,0
"Male",54,1,8,0,"1-2 Year","Yes",37898,124,291,0
"Female",25,1,10,1,"< 1 Year","No",21248,152,212,0
"Male",64,1,33,0,"> 2 Years","Yes",51931,124,109,1
"Male",51,1,39,0,"1-2 Year","Yes",96532,26,16,1
"Male",50,1,1,1,"1-2 Year","No",2630,124,247,0
"Female",43,1,41,0,"1-2 Year","Yes",40935,26,241,1
"Male",47,1,20,0,"1-2 Year","Yes",2630,124,150,0
"Female",26,1,32,1,"< 1 Year","No",36257,152,277,0
"Female",20,1,8,1,"< 1 Year","No",37513,160,12,0
"Female",45,1,7,0,"1-2 Year","Yes",2630,26,99,0
"Female",30,1,35,1,"< 1 Year","No",2630,160,53,0
"Male",66,1,18,1,"1-2 Year","No",33497,26,178,0
"Male",45,1,28,1,"1-2 Year","No",30057,163,52,0
"Female",43,1,48,0,"1-2 Year","Yes",2630,124,76,1
"Male",27,1,41,1,"< 1 Year","No",24651,152,273,0
"Female",22,1,30,1,"< 1 Year","No",27682,152,212,0
"Male",49,1,28,1,"1-2 Year","No",32732,26,32,0
"Female",21,1,12,0,"< 1 Year","Yes",31187,152,121,0
"Female",42,1,28,0,"1-2 Year","Yes",34240,26,284,1
"Female",27,1,30,1,"< 1 Year","No",24070,152,240,0
"Female",34,1,28,1,"1-2 Year","No",46326,26,49,0
"Female",27,1,49,1,"< 1 Year","No",24532,152,256,0
"Male",49,1,28,1,"1-2 Year","No",36294,124,171,0
"Male",21,1,2,0,"< 1 Year","Yes",29008,152,47,0
"Female",47,1,48,0,"1-2 Year","Yes",2630,26,40,1
"Female",27,1,35,1,"< 1 Year","No",2630,151,62,0
"Female",62,1,46,1,"1-2 Year","No",28896,124,98,0
"Female",57,1,28,1,"1-2 Year","Yes",48551,26,221,0
"Male",23,1,28,0,"< 1 Year","Yes",26011,160,202,0
"Female",26,1,3,0,"< 1 Year","No",54715,152,182,0
"Female",75,1,28,1,"1-2 Year","No",38563,26,156,0
"Male",23,1,41,1,"< 1 Year","No",35920,152,87,0
"Female",21,1,22,0,"< 1 Year","Yes",27536,152,120,0
"Female",36,1,46,1,"1-2 Year","No",18889,124,182,0
"Male",74,1,45,0,"1-2 Year","Yes",32375,154,254,0
"Female",62,1,46,0,"1-2 Year","Yes",19979,157,273,0
"Female",39,1,28,1,"1-2 Year","No",25143,26,121,0
"Female",28,1,35,0,"< 1 Year","Yes",2630,152,60,1
"Male",37,1,14,0,"1-2 Year","No",23305,122,1956,0
"Female",23,1,15,0,"< 1 Year","No",2630,152,248,0
"Male",77,1,28,1,"1-2 Year","No",2630,156,282,0
"Male",43,1,50,1,"1-2 Year","Yes",29633,26,160,0
"Male",41,1,12,0,"1-2 Year","Yes",26571,124,18,0
"Female",21,1,24,0,"< 1 Year","Yes",26873,160,292,0
"Female",33,1,3,0,"< 1 Year","Yes",2630,124,83,0
"Female",80,1,28,0,"> 2 Years","Yes",63420,26,60,1
"Female",24,1,34,0,"< 1 Year","Yes",2630,152,152,0
"Male",63,1,47,0,"1-2 Year","Yes",14473,26,60,0
"Male",25,1,13,1,"< 1 Year","No",28158,152,262,0
"Female",30,1,24,0,"1-2 Year","Yes",31909,154,124,1
"Female",32,1,28,1,"< 1 Year","No",51267,152,90,0
"Female",27,1,8,1,"< 1 Year","No",40202,152,122,0
"Female",23,1,15,1,"< 1 Year","No",27673,152,32,0
"Female",38,1,39,0,"1-2 Year","Yes",30540,154,170,1
"Male",25,1,29,0,"1-2 Year","Yes",2630,124,27,1
"Female",47,1,1,0,"> 2 Years","Yes",2630,26,29,1
"Female",55,1,41,0,"1-2 Year","Yes",18831,136,25,0
"Male",44,1,41,0,"< 1 Year","Yes",2630,1,235,0
"Female",57,1,8,0,"1-2 Year","Yes",40670,26,13,1
"Female",22,1,41,1,"< 1 Year","No",49053,152,174,0
"Male",59,1,15,0,"1-2 Year","Yes",30749,26,271,0
"Female",24,1,18,0,"< 1 Year","Yes",29025,152,221,0
"Male",70,1,0,0,"1-2 Year","Yes",2630,26,245,0
"Male",60,1,46,0,"1-2 Year","Yes",2630,156,147,0
"Male",40,1,28,0,"1-2 Year","Yes",45284,124,224,1
"Female",21,1,13,1,"< 1 Year","Yes",19415,160,157,0
"Female",23,1,11,1,"< 1 Year","No",27260,152,99,0
"Male",58,1,28,1,"1-2 Year","No",58426,122,15,0
"Female",28,1,28,0,"1-2 Year","Yes",24495,122,158,0
"Male",67,1,30,1,"1-2 Year","No",41911,26,25,0
"Male",37,1,50,1,"1-2 Year","No",21667,25,140,0
"Female",35,1,28,0,"1-2 Year","Yes",31815,152,212,1
"Male",40,1,28,0,"1-2 Year","Yes",46376,8,187,0
"Female",39,1,28,0,"1-2 Year","Yes",2630,26,157,1
"Male",23,1,46,1,"< 1 Year","No",2630,152,35,0
"Male",39,1,14,0,"1-2 Year","Yes",2630,124,27,1
"Female",37,1,13,0,"1-2 Year","Yes",22302,124,231,0
"Female",23,1,3,1,"< 1 Year","No",24908,152,272,0
"Male",21,1,15,0,"< 1 Year","Yes",39928,160,250,0
"Female",24,1,29,0,"< 1 Year","Yes",51453,152,148,0
"Male",66,1,26,0,"1-2 Year","Yes",38208,120,135,0
"Male",41,1,32,0,"1-2 Year","Yes",2630,124,128,0
"Male",38,1,28,0,"1-2 Year","Yes",44248,124,129,0
"Male",52,0,28,0,"1-2 Year","Yes",35799,122,160,0
"Male",52,1,50,0,"1-2 Year","Yes",35661,8,45,0
"Female",29,1,28,1,"< 1 Year","No",57282,152,118,0
"Male",49,1,46,0,"> 2 Years","Yes",2630,156,175,0
"Male",43,1,41,0,"1-2 Year","Yes",2630,109,228,1
"Male",52,1,5,0,"1-2 Year","Yes",2630,26,270,0
"Female",41,1,45,0,"1-2 Year","Yes",32559,122,238,0
"Male",24,1,28,1,"< 1 Year","No",39555,152,209,0
"Female",39,1,28,0,"1-2 Year","Yes",45179,124,180,1
"Female",22,1,46,1,"< 1 Year","No",23389,160,245,0
"Male",42,1,26,0,"1-2 Year","Yes",35397,124,11,1
"Male",53,1,46,1,"1-2 Year","No",41765,11,211,0
"Female",40,1,28,1,"1-2 Year","No",28859,26,109,0
"Male",30,1,41,0,"1-2 Year","Yes",36775,157,83,0
"Male",48,1,8,0,"1-2 Year","Yes",34966,124,255,1
"Female",36,1,28,1,"1-2 Year","No",34248,124,13,0
"Male",24,1,11,1,"< 1 Year","No",22537,152,174,0
"Male",25,1,47,0,"< 1 Year","No",22844,152,215,0
"Male",28,1,32,0,"< 1 Year","No",26632,152,145,0
"Male",26,1,28,0,"< 1 Year","Yes",37724,26,170,1
"Female",26,1,29,1,"< 1 Year","No",31099,152,22,0
"Female",31,1,38,0,"< 1 Year","Yes",31130,124,116,1
"Female",22,1,3,1,"< 1 Year","No",36889,152,143,0
"Male",42,1,28,0,"1-2 Year","No",27594,26,87,0
"Male",55,1,28,0,"1-2 Year","Yes",56920,124,200,1
"Male",45,1,28,0,"1-2 Year","Yes",30097,26,254,0
"Female",61,1,28,1,"1-2 Year","No",49937,13,128,0
"Female",29,1,30,1,"< 1 Year","No",33323,152,115,0
"Male",33,1,46,0,"< 1 Year","Yes",34749,124,277,1
"Male",24,1,15,0,"< 1 Year","Yes",30838,152,202,1
"Female",79,1,41,1,"1-2 Year","No",50624,136,88,0
"Male",62,1,28,1,"1-2 Year","No",68192,26,26,0
"Female",71,1,8,1,"1-2 Year","No",2630,7,107,0
"Female",29,1,29,1,"< 1 Year","No",26220,152,176,0
"Female",21,1,25,1,"< 1 Year","No",45933,152,239,0
"Male",31,1,41,1,"< 1 Year","No",64576,152,272,0
"Female",79,1,28,0,"1-2 Year","Yes",54231,13,102,0
"Male",24,1,10,1,"< 1 Year","No",24377,152,49,0
"Male",42,1,41,0,"1-2 Year","Yes",32419,124,256,1
"Male",40,1,32,0,"1-2 Year","Yes",25961,124,22,1
"Male",23,1,36,1,"< 1 Year","No",37171,160,146,0
"Male",24,1,29,1,"< 1 Year","Yes",34287,154,216,0
"Female",41,1,28,0,"1-2 Year","Yes",2630,124,92,1
"Male",25,1,33,1,"< 1 Year","No",28999,152,100,0
"Female",24,1,45,0,"< 1 Year","Yes",26616,152,118,0
"Female",24,1,41,0,"1-2 Year","Yes",2630,160,258,1
"Female",30,1,33,1,"< 1 Year","No",2630,152,242,0
"Male",23,1,47,0,"< 1 Year","No",47252,152,180,0
"Female",23,1,30,1,"< 1 Year","No",2630,160,103,0
"Female",26,1,8,1,"< 1 Year","No",28019,152,152,0
"Male",60,1,28,1,"1-2 Year","Yes",50316,124,61,0
"Male",20,1,8,0,"< 1 Year","Yes",47578,160,27,0
"Female",25,1,28,1,"< 1 Year","No",23715,152,74,0
"Female",29,1,18,0,"1-2 Year","No",2630,124,23,0
"Female",40,1,28,0,"> 2 Years","Yes",50203,122,269,1
"Male",42,1,41,0,"1-2 Year","Yes",38257,109,241,0
"Female",24,1,22,1,"< 1 Year","No",2630,152,172,0
"Male",42,1,28,0,"1-2 Year","Yes",29500,124,72,1
"Female",24,1,24,0,"< 1 Year","No",22305,152,99,0
"Female",30,1,28,1,"< 1 Year","No",26114,152,148,0
"Male",44,1,30,0,"1-2 Year","Yes",35546,124,174,0
"Male",76,1,28,1,"1-2 Year","No",74627,59,184,0
"Female",52,1,25,0,"1-2 Year","Yes",27051,30,299,0
"Female",25,1,29,1,"< 1 Year","No",34474,152,32,0
"Female",43,1,28,0,"1-2 Year","Yes",45013,124,107,0
"Female",25,1,29,1,"< 1 Year","No",39435,152,219,0
"Male",22,1,10,1,"< 1 Year","No",2630,163,277,0
"Male",50,1,28,1,"1-2 Year","No",41589,124,163,0
"Female",41,1,2,0,"1-2 Year","Yes",31247,26,122,0
"Male",39,1,50,0,"1-2 Year","Yes",22030,124,53,0
"Male",46,1,32,0,"1-2 Year","No",41516,122,78,1
"Male",46,1,28,0,"1-2 Year","Yes",30060,54,92,1
"Male",43,1,28,1,"1-2 Year","No",32660,26,198,0
"Male",27,1,12,1,"< 1 Year","No",23197,152,14,0
"Male",52,1,15,0,"1-2 Year","Yes",2630,26,66,0
"Female",52,1,38,0,"1-2 Year","No",37893,124,207,1
"Male",50,1,28,0,"> 2 Years","Yes",50709,26,126,1
"Male",47,1,15,0,"> 2 Years","Yes",38745,26,117,1
"Male",23,1,8,1,"< 1 Year","No",46272,152,235,0
"Female",25,1,11,1,"< 1 Year","No",31745,152,144,0
"Male",25,1,30,1,"< 1 Year","No",44025,152,275,0
"Male",57,1,28,0,"1-2 Year","Yes",50992,26,73,0
"Female",30,1,45,0,"< 1 Year","Yes",2630,156,80,0
"Female",21,1,9,1,"< 1 Year","No",34403,152,68,0
"Male",50,1,28,0,"1-2 Year","Yes",36706,150,74,0
"Female",23,1,21,1,"< 1 Year","No",40662,152,249,0
"Male",41,1,41,0,"1-2 Year","Yes",30589,30,211,0
"Female",37,1,8,0,"1-2 Year","Yes",38865,4,97,1
"Male",53,1,48,0,"> 2 Years","Yes",2630,15,276,0
"Male",52,1,28,0,"> 2 Years","Yes",53935,26,240,1
"Female",34,1,30,1,"1-2 Year","No",36368,152,149,0
"Female",43,1,36,0,"1-2 Year","Yes",2630,124,170,0
"Female",27,1,21,1,"< 1 Year","No",32030,152,2610,0
"Female",21,1,30,0,"< 1 Year","Yes",23005,152,246,0
"Female",42,1,28,0,"1-2 Year","Yes",48605,124,234,1
"Male",49,1,0,0,"> 2 Years","Yes",2630,26,120,0
"Female",23,1,8,1,"< 1 Year","No",48807,152,249,0
"Female",30,1,28,0,"< 1 Year","Yes",39061,124,176,1
"Female",23,1,28,0,"< 1 Year","Yes",33374,26,88,0
"Male",43,1,24,0,"1-2 Year","Yes",32133,26,219,1
"Male",49,1,28,0,"1-2 Year","Yes",37258,59,104,0
"Female",29,1,33,0,"< 1 Year","Yes",37603,124,134,1
"Male",46,1,28,0,"1-2 Year","Yes",41586,26,165,0
"Female",72,1,28,1,"1-2 Year","No",27831,26,275,0
"Female",46,1,28,0,"1-2 Year","Yes",38057,124,291,0
"Female",22,1,10,0,"< 1 Year","Yes",24923,152,151,0
"Male",23,1,28,1,"< 1 Year","No",42710,152,264,0
"Male",60,1,8,0,"1-2 Year","Yes",36722,124,215,1
"Female",36,1,28,0,"1-2 Year","Yes",33038,26,195,0
"Male",44,1,28,0,"1-2 Year","Yes",48046,26,140,0
"Male",46,1,28,0,"1-2 Year","Yes",26480,124,203,0
"Female",53,1,8,0,"1-2 Year","Yes",67700,7,106,0
"Male",24,1,39,1,"< 1 Year","No",48994,152,222,0
"Male",33,1,28,0,"< 1 Year","Yes",2630,26,247,1
"Male",38,1,18,0,"> 2 Years","Yes",31820,26,157,1
"Female",42,1,28,0,"1-2 Year","Yes",28983,26,136,1
"Male",24,1,29,1,"< 1 Year","No",43299,152,19,0
"Male",27,1,8,1,"< 1 Year","No",33665,152,168,0
"Male",60,1,46,1,"1-2 Year","No",2630,119,228,0
"Male",46,1,28,0,"1-2 Year","Yes",28257,26,95,1
"Male",44,1,52,0,"1-2 Year","Yes",142271,154,291,0
"Male",70,1,28,1,"1-2 Year","No",49442,26,212,0
"Male",28,1,10,1,"< 1 Year","No",28146,152,254,0
"Male",38,1,28,0,"1-2 Year","Yes",52397,56,78,0
"Male",31,1,8,0,"1-2 Year","Yes",33363,124,43,1
"Male",57,1,28,1,"1-2 Year","No",52688,26,293,0
"Female",22,1,13,0,"< 1 Year","Yes",31985,152,164,0
"Male",25,1,14,1,"< 1 Year","No",28338,152,198,0
"Female",42,1,3,0,"1-2 Year","Yes",34398,124,126,0
"Female",28,1,6,0,"< 1 Year","Yes",33784,124,263,0
"Male",50,1,48,1,"1-2 Year","No",2630,26,114,0
"Female",71,1,28,1,"1-2 Year","No",48570,26,204,0
"Male",29,1,43,1,"< 1 Year","No",2630,160,71,0
"Male",51,1,28,1,"1-2 Year","No",129892,124,101,0
"Female",39,1,41,0,"1-2 Year","Yes",17988,26,217,0
"Male",55,1,46,1,"1-2 Year","Yes",2630,4,236,0
"Male",28,1,35,1,"< 1 Year","No",32380,152,188,0
"Female",48,1,28,0,"1-2 Year","Yes",32913,26,266,0
"Female",40,1,50,1,"1-2 Year","No",20823,152,162,0
"Male",51,1,35,0,"1-2 Year","Yes",46135,124,277,1
"Male",57,1,8,0,"1-2 Year","Yes",42858,124,209,0
"Female",22,1,47,0,"< 1 Year","Yes",27460,152,215,1
"Female",38,1,31,1,"1-2 Year","No",2630,26,292,0
"Male",41,1,28,0,"1-2 Year","Yes",39971,122,216,0
"Female",37,1,0,0,"1-2 Year","No",2630,26,184,0
"Male",39,1,28,0,"1-2 Year","Yes",31249,26,135,1
"Male",24,1,37,1,"< 1 Year","No",34178,152,223,0
"Female",29,1,28,0,"1-2 Year","Yes",23640,154,121,1
"Male",44,1,28,0,"1-2 Year","Yes",67039,13,15,0
"Female",23,1,8,1,"< 1 Year","No",40037,152,271,0
"Female",25,1,8,0,"< 1 Year","Yes",33060,152,89,0
"Female",21,1,10,1,"< 1 Year","No",26997,152,223,0
"Female",38,1,10,0,"1-2 Year","Yes",2630,157,83,0
"Male",53,1,28,0,"1-2 Year","Yes",53097,26,102,0
"Female",71,1,45,0,"1-2 Year","Yes",21384,26,292,0
"Female",44,1,11,0,"1-2 Year","Yes",29495,26,293,0
"Female",48,1,28,0,"> 2 Years","Yes",69856,59,281,1
"Female",22,1,26,1,"< 1 Year","No",38159,152,210,0
"Female",21,1,8,1,"< 1 Year","No",46569,152,197,0
"Female",46,1,6,0,"1-2 Year","Yes",24965,26,188,1
"Female",24,1,17,0,"< 1 Year","Yes",27742,152,24,0
"Male",25,1,37,1,"< 1 Year","No",32009,152,231,0
"Female",24,1,9,0,"< 1 Year","Yes",36050,152,102,0
"Female",24,1,2,0,"< 1 Year","Yes",30048,152,111,1
"Male",58,1,28,0,"1-2 Year","Yes",38419,124,256,0
"Female",20,1,11,1,"< 1 Year","Yes",2630,160,63,0
"Female",54,1,28,0,"1-2 Year","No",48438,124,111,0
"Male",22,1,15,1,"< 1 Year","No",34126,152,16,0
"Male",36,1,2,0,"1-2 Year","Yes",27224,124,18,1
"Male",77,1,18,0,"1-2 Year","Yes",35451,124,243,0
"Male",46,1,43,0,"1-2 Year","Yes",32641,124,250,1
"Male",37,1,27,0,"1-2 Year","Yes",28858,124,137,0
"Female",27,1,2,1,"< 1 Year","No",30579,152,30,0
"Male",37,1,28,1,"1-2 Year","No",35023,26,29,0
"Female",59,1,50,0,"1-2 Year","No",48639,26,283,0
"Female",29,1,23,1,"< 1 Year","No",2630,152,146,0
"Male",44,1,36,0,"1-2 Year","Yes",25817,152,37,0
"Male",47,1,17,1,"1-2 Year","No",38992,124,36,0
"Female",28,1,15,0,"< 1 Year","Yes",29478,152,87,1
"Female",42,1,8,1,"1-2 Year","No",34000,152,237,0
"Female",34,1,13,0,"1-2 Year","Yes",24316,124,42,1
"Male",43,1,41,0,"1-2 Year","No",2630,157,134,1
"Male",54,1,29,0,"1-2 Year","Yes",36762,26,282,1
"Male",72,1,28,1,"1-2 Year","No",23346,124,266,0
"Male",51,1,47,0,"1-2 Year","Yes",25507,4,191,0
"Female",24,1,28,1,"< 1 Year","No",26707,152,29,0
"Female",23,1,21,0,"< 1 Year","Yes",30134,152,156,0
"Male",53,1,15,0,"1-2 Year","Yes",37237,26,148,1
"Male",73,1,13,0,"1-2 Year","Yes",27819,124,227,0
"Male",29,1,30,0,"< 1 Year","No",22427,152,250,0
"Male",44,1,14,1,"1-2 Year","No",28349,26,138,0
"Male",71,1,28,1,"1-2 Year","No",39295,26,128,0
"Male",23,1,6,1,"< 1 Year","No",2630,152,82,0
"Female",53,1,36,0,"1-2 Year","Yes",25565,26,112,0
"Female",31,1,28,0,"< 1 Year","Yes",38708,152,96,1
"Male",35,1,28,0,"1-2 Year","Yes",2630,156,130,1
"Female",45,1,8,0,"1-2 Year","Yes",55861,26,241,1
"Female",71,1,28,1,"1-2 Year","No",62080,26,57,0
"Male",60,1,12,1,"1-2 Year","No",20479,124,208,0
"Female",34,1,23,0,"1-2 Year","Yes",35255,124,200,1
"Male",23,1,47,0,"< 1 Year","Yes",31987,152,284,0
"Male",40,1,28,0,"1-2 Year","Yes",41943,26,11,1
"Male",27,1,14,1,"< 1 Year","No",24655,152,231,0
"Male",39,1,8,0,"1-2 Year","Yes",34839,124,17,1
"Male",54,1,34,0,"1-2 Year","Yes",26374,26,48,0
"Male",27,1,28,1,"< 1 Year","No",26102,124,25,0
"Female",32,1,37,0,"< 1 Year","No",28169,152,128,0
"Female",70,1,28,1,"1-2 Year","Yes",43438,26,222,0
"Female",45,1,28,0,"1-2 Year","Yes",38701,26,110,0
"Male",39,1,28,0,"> 2 Years","Yes",47628,26,105,0
"Female",46,1,6,0,"1-2 Year","Yes",16633,124,159,0
"Female",30,1,9,0,"< 1 Year","Yes",2630,156,226,0
"Female",38,1,36,0,"1-2 Year","Yes",29603,14,130,0
"Female",29,1,10,1,"< 1 Year","No",2630,160,296,0
"Male",62,1,38,0,"1-2 Year","Yes",46500,26,34,1
"Male",35,1,33,1,"1-2 Year","No",37804,124,171,0
"Female",28,1,36,1,"< 1 Year","No",27255,152,254,0
"Male",22,1,39,1,"< 1 Year","No",34846,152,219,0
"Male",44,1,38,1,"1-2 Year","No",30307,26,192,0
"Female",24,1,12,1,"< 1 Year","No",39447,152,67,0
"Male",24,1,29,1,"< 1 Year","No",27018,152,15,0
"Female",21,1,45,1,"< 1 Year","No",29692,152,224,0
"Female",24,1,29,1,"< 1 Year","No",2630,152,149,0
"Male",52,1,37,0,"1-2 Year","Yes",31102,128,53,1
"Male",44,1,28,0,"1-2 Year","Yes",38720,124,53,0
"Male",53,1,15,1,"1-2 Year","No",29333,26,211,0
"Male",29,1,33,0,"> 2 Years","Yes",2630,157,189,0
"Female",27,1,28,0,"< 1 Year","No",2630,1,199,0
"Male",21,1,16,0,"< 1 Year","Yes",33512,153,57,1
"Male",79,1,8,0,"1-2 Year","Yes",2630,157,165,0
"Female",25,1,3,0,"< 1 Year","Yes",41492,152,123,1
"Male",30,1,10,1,"< 1 Year","No",28718,152,21,0
"Male",71,1,28,0,"> 2 Years","Yes",49324,124,246,0
"Male",74,1,46,0,"1-2 Year","Yes",27769,30,180,0
"Male",27,1,38,1,"< 1 Year","No",43948,152,56,0
"Male",44,1,28,0,"1-2 Year","Yes",31867,13,196,1
"Male",28,1,50,1,"< 1 Year","No",20064,152,41,0
"Male",49,1,23,0,"1-2 Year","Yes",41680,26,13,0
"Female",29,1,28,1,"< 1 Year","No",38757,152,163,0
"Female",20,1,36,0,"< 1 Year","Yes",28220,160,281,0
"Male",41,1,28,0,"< 1 Year","Yes",27850,26,77,1
"Male",62,1,28,1,"1-2 Year","No",44307,124,10,0
"Male",42,1,41,0,"1-2 Year","Yes",31283,136,117,1
"Female",25,1,11,1,"< 1 Year","No",54753,152,276,0
"Male",26,1,27,1,"< 1 Year","No",27520,152,113,0
"Male",21,1,21,1,"< 1 Year","No",32777,152,191,0
"Female",52,1,48,0,"1-2 Year","Yes",2630,15,221,0
"Female",46,1,29,0,"1-2 Year","Yes",24249,124,57,0
"Male",64,1,46,0,"> 2 Years","Yes",31180,124,130,0
"Female",50,1,28,0,"1-2 Year","Yes",30430,122,114,0
"Female",45,1,50,0,"1-2 Year","Yes",38829,8,112,0
"Female",22,1,45,1,"< 1 Year","No",30401,26,260,0
"Female",23,1,8,1,"< 1 Year","No",26387,152,93,0
"Female",25,1,15,0,"< 1 Year","Yes",24941,152,87,0
"Female",43,1,36,0,"1-2 Year","No",26845,124,74,0
"Male",58,1,41,0,"1-2 Year","Yes",48225,124,97,0
"Female",35,1,28,1,"1-2 Year","No",55605,124,84,0
"Male",47,1,28,0,"1-2 Year","Yes",37796,26,12,1
"Male",47,1,28,0,"1-2 Year","Yes",45510,60,218,0
"Male",37,1,46,0,"1-2 Year","Yes",29785,157,124,1
"Male",26,1,8,1,"< 1 Year","No",44740,152,293,0
"Male",30,1,45,0,"1-2 Year","Yes",2630,157,151,1
"Male",24,1,18,1,"< 1 Year","No",22893,152,72,0
"Female",39,1,28,0,"1-2 Year","Yes",22409,124,227,1
"Male",54,1,0,0,"1-2 Year","Yes",2630,26,70,0
"Male",43,1,8,0,"1-2 Year","Yes",40873,124,258,0
"Female",36,1,8,0,"1-2 Year","Yes",63198,26,244,1
"Male",46,1,8,0,"1-2 Year","Yes",53380,26,273,0
"Male",23,1,28,0,"< 1 Year","Yes",61893,152,128,1
"Male",74,1,8,1,"< 1 Year","No",40726,152,60,0
"Male",72,1,28,0,"> 2 Years","Yes",32664,122,13,1
"Male",31,1,28,1,"1-2 Year","No",35826,124,61,0
"Female",24,1,29,0,"< 1 Year","Yes",24059,152,223,1
"Female",46,1,28,0,"1-2 Year","No",2630,156,126,0
"Male",38,1,29,0,"1-2 Year","Yes",2630,124,272,1
"Female",24,1,14,1,"< 1 Year","No",38043,152,203,0
"Male",24,1,21,1,"< 1 Year","No",31273,152,290,0
"Male",41,1,28,1,"1-2 Year","No",28250,26,149,0
"Male",42,1,28,0,"1-2 Year","Yes",33258,26,286,0
"Female",36,1,28,1,"1-2 Year","No",31885,124,272,0
"Male",44,1,28,0,"1-2 Year","Yes",86562,26,64,0
"Female",22,1,40,1,"< 1 Year","No",32137,152,106,0
"Female",36,1,28,0,"1-2 Year","Yes",27784,122,218,1
"Female",45,1,28,0,"1-2 Year","Yes",38793,124,52,0
"Female",32,1,30,1,"< 1 Year","No",27826,152,30,0
"Male",40,1,50,0,"1-2 Year","Yes",38182,124,274,1
"Male",27,1,33,1,"< 1 Year","No",28323,152,65,0
"Female",32,1,8,0,"1-2 Year","Yes",45220,154,73,1
"Female",62,1,47,1,"1-2 Year","No",42302,16,81,0
"Male",85,1,30,1,"< 1 Year","No",30416,152,296,0
"Male",47,1,28,0,"> 2 Years","Yes",18825,26,284,1
"Female",26,1,14,1,"< 1 Year","No",25904,152,198,0
"Female",68,1,41,0,"1-2 Year","Yes",27136,12,201,0
"Male",43,1,41,0,"> 2 Years","Yes",32552,26,231,1
